squaremeters,numberofrooms,hasyard,haspool,floors,citycode,citypartrange,numprevowners,made,isnewbuilt,hasstormprotector,basement,attic,garage,hasstorageroom,hasguestroom,price,hasyard_num,squaremeters_hasyard,squaremeters_numberofrooms,haspool_num,squaremeters_haspool,squaremeters_citycode,citypartrange_num,squaremeters_citypartrange,numprevowners_num,squaremeters_numprevowners,squaremeters_made,isnewbuilt_num,squaremeters_isnewbuilt,hasstormprotector_num,squaremeters_hasstormprotector,squaremeters_basement,squaremeters_attic,squaremeters_garage,hasstorageroom_num,squaremeters_hasstorageroom,hasguestroom_num,squaremeters_hasguestroom,squaremeters_squared,numberofrooms_squared,squaremeters_bin,numprevowners_bin,avg_price_citypart,avg_size_rooms,price_per_sqm,rooms_per_floor
92846,12,0,1,45,65980,2,2,2005,1,1,3227,8596,135,1,1,9289625.5,0,0,1114152,1,92846,6125979080,1,92846,1,92846,186156230,1,92846,1,92846,299614042,798104216,12534210,1,92846,1,92846,8620379716,144,xlarge,few,4931873.412525252,50767.06451612903,100.05412726450251,0.26666666666666666
42623,92,1,0,18,18227,8,8,2019,1,0,2114,8455,218,1,1,4268615.9,1,42623,3921316,0,0,776889421,7,298361,7,298361,86055837,1,42623,0,0,90105022,360377465,9291814,1,42623,1,42623,1816720129,8464,medium,many,5082120.242898551,51142.06,100.14818055979167,5.111111111111111
26428,55,1,1,94,94645,5,4,2002,1,0,577,3742,698,1,2,2655761.2,1,26428,1453540,1,26428,2501278060,4,105712,3,79284,52908856,1,26428,0,0,15248956,98893576,18446744,1,26428,2,52856,698439184,3025,medium,moderate,5059792.208050436,58222.87155963303,100.49043438777055,0.5851063829787234
98547,4,0,1,51,61684,5,2,2018,1,0,8356,9086,489,1,8,9860566.8,0,0,394188,1,98547,6078773148,4,394188,1,98547,198867846,1,98547,0,0,823458732,895398042,48189483,1,98547,8,788376,9711511209,16,xlarge,few,5059792.208050436,46486.458333333336,100.05953301470365,0.0784313725490196
68391,99,0,0,10,46601,7,8,2009,1,0,2529,2572,253,1,9,6840640.9,0,0,6770709,0,0,3187088991,6,410346,7,478737,137397519,1,68391,0,0,172960839,175901652,17302923,1,68391,9,615519,4677328881,9801,large,many,5069664.609451219,48754.298969072166,100.02253074234915,9.9
49939,91,1,1,67,61773,9,10,2010,0,0,8910,7956,501,0,5,5006544.0,1,49939,4544449,1,49939,3084881847,8,399512,9,449451,100377390,0,0,0,0,444956490,397314684,25019439,0,0,5,249695,2493903721,8281,medium,many,4954626.623069207,47260.33644859813,100.25318889044634,1.3582089552238805
63822,79,0,1,30,97199,4,8,2011,0,0,1607,4082,679,1,10,6388329.1,0,0,5041938,1,63822,6203434578,3,191466,7,446754,128346042,0,0,0,0,102561954,260521404,43335138,1,63822,10,638220,4073247684,6241,large,many,4932944.709190809,49272.32989690721,100.09603428284917,2.6333333333333333
1853,49,0,0,29,55608,1,4,2020,0,1,7001,5455,596,1,8,188275.0,0,0,90797,0,0,103041624,0,0,3,5559,3743060,0,0,1,1853,12972853,10108115,1104388,1,1853,8,14824,3433609,2401,small,moderate,4903580.0811871225,48992.79381443299,101.60550458715596,1.6896551724137931
87908,29,1,0,99,3091,8,2,2006,1,0,41,8008,464,0,6,8797517.6,1,87908,2549332,0,0,271723628,7,615356,1,87908,176343448,1,87908,0,0,3604228,703967264,40789312,0,0,6,527448,7727816464,841,xlarge,few,5082120.242898551,50130.12359550562,100.07641625335577,0.29292929292929293
50223,34,0,0,80,98357,8,9,2016,1,0,5747,5952,839,0,3,5030381.6,0,0,1707582,0,0,4939783611,7,351561,8,401784,101249568,1,50223,0,0,288631581,298927296,42137097,0,0,3,150669,2522349729,1156,large,many,5082120.242898551,54510.380952380954,100.16091432212332,0.425
14598,12,0,1,2,63878,6,4,1990,1,1,6653,3037,150,0,3,1465055.0,0,0,175176,1,14598,932491044,5,72990,3,43794,29050020,1,14598,1,14598,97120494,44334126,2189700,0,0,3,43794,213101604,144,small,moderate,4990101.053989638,50767.06451612903,100.35998081929031,6.0
27728,59,1,1,52,53450,1,9,2021,1,1,8468,9646,890,1,2,2784047.1,1,27728,1635952,1,27728,1482061600,0,0,8,221824,56038288,1,27728,1,27728,234800704,267464288,24677920,1,27728,2,55456,768841984,3481,medium,many,4903580.0811871225,47698.41176470588,100.40562247547605,1.1346153846153846
33947,56,1,1,83,123,4,9,2003,0,1,8462,1631,638,0,4,3403675.3,1,33947,1901032,1,33947,4175481,3,101841,8,271576,67995841,0,0,1,33947,287259514,55367557,21658186,0,0,4,135788,1152398809,3136,medium,many,4932944.709190809,49585.644230769234,100.2643915515362,0.6746987951807228
25802,89,0,0,63,1385,5,5,2013,1,0,4676,130,157,1,0,2581922.3,0,0,2296378,0,0,35735770,4,103208,4,103208,51939426,1,25802,0,0,120650152,3354260,4050914,1,25802,0,0,665743204,7921,medium,moderate,5059792.208050436,54611.11111111111,100.0667506394853,1.4126984126984128
71623,11,1,0,30,98669,5,4,2018,0,0,9136,4041,531,0,6,7167463.8,1,71623,787853,0,0,7066969787,4,286492,3,214869,144535214,0,0,0,0,654347728,289428543,38031813,0,0,6,429738,5129854129,121,large,moderate,5059792.208050436,48990.29069767442,100.07209695209639,0.36666666666666664
53629,57,1,1,9,77081,3,8,1992,0,1,2160,4764,317,0,10,5366623.2,1,53629,3056853,1,53629,4133776949,2,107258,7,375403,106828968,0,0,1,53629,115838640,255488556,17000393,0,0,10,536290,2876069641,3249,large,many,5026028.922322322,45919.9898989899,100.06942512446625,6.333333333333333
79555,80,0,0,6,50025,2,3,1990,1,0,8575,3632,413,0,0,7956251.0,0,0,6364400,0,0,3979738875,1,79555,2,159110,158314450,1,79555,0,0,682184125,288943760,32856215,0,0,0,0,6328998025,6400,xlarge,moderate,4931873.412525252,50473.64772727273,100.00944001005594,13.333333333333334
35060,21,0,1,82,456,1,4,2013,0,1,5150,2188,323,0,8,3513606.3,0,0,736260,1,35060,15987360,0,0,3,105180,70575780,0,0,1,35060,180559000,76711280,11324380,0,0,8,280480,1229203600,441,medium,moderate,4903580.0811871225,49824.221153846156,100.21695094124358,0.25609756097560976
19298,73,0,0,4,55728,1,4,2016,1,0,6432,5874,106,0,9,1930595.6,0,0,1408754,0,0,1075438944,0,0,3,57894,38904768,1,19298,0,0,124124736,113356452,2045588,0,0,9,173682,372412804,5329,small,moderate,4903580.0811871225,49544.84782608696,100.04122707016272,18.25
35788,33,1,1,37,93085,3,3,2018,0,0,6969,6603,600,1,6,3586313.8,1,35788,1181004,1,35788,3331325980,2,71576,2,71576,72220184,0,0,0,0,249406572,236308164,21472800,1,35788,6,214728,1280780944,1089,medium,moderate,5026028.922322322,44081.009345794395,100.20995305689057,0.8918918918918919
742,92,0,1,62,78378,8,5,1992,0,0,2364,2212,964,1,9,79288.2,0,0,68264,1,742,58156476,7,5194,4,2968,1478064,0,0,0,0,1754088,1641304,715288,1,742,9,6678,550564,8464,small,moderate,5082120.242898551,51142.06,106.85741239892182,1.4838709677419355
4306,82,0,1,65,99578,7,8,1999,1,1,8230,5070,840,1,8,440424.9,0,0,353092,1,4306,428782868,6,25836,7,30142,8607694,1,4306,1,4306,35438380,21831420,3617040,1,4306,8,34448,18541636,6724,small,many,5069664.609451219,50514.53488372093,102.28167673014399,1.2615384615384615
85397,2,1,1,17,82306,9,2,1996,0,0,5573,7401,418,1,7,8544806.6,1,85397,170794,1,85397,7028685482,8,683176,1,85397,170452412,0,0,0,0,475917481,632023197,35695946,1,85397,7,597779,7292647609,4,xlarge,few,4954626.623069207,48082.52525252525,100.05979835357213,0.11764705882352941
19598,44,1,1,2,4434,7,2,2015,1,0,4821,5889,772,0,9,1965660.5,1,19598,862312,1,19598,86897532,6,117588,1,19598,39489970,1,19598,0,0,94481958,115412622,15129656,0,0,9,176382,384081604,1936,small,few,5069664.609451219,46489.81914893617,100.29903561587918,22.0
79338,35,1,1,80,64607,7,3,2014,1,1,1908,1927,447,0,2,7943850.4,1,79338,2776830,1,79338,5125790166,6,476028,2,158676,159786732,1,79338,1,79338,151376904,152884326,35464086,0,0,2,158676,6294518244,1225,xlarge,moderate,5069664.609451219,50742.40776699029,100.12667826262322,0.4375
919,7,1,1,23,5253,3,6,1992,0,1,5465,3549,110,0,6,100175.2,1,919,6433,1,919,4827507,2,1838,5,4595,1830648,0,0,1,919,5022335,3261531,101090,0,0,6,5514,844561,49,small,many,5026028.922322322,47766.854368932036,109.00457018498368,0.30434782608695654
57764,85,1,1,91,92959,5,4,1995,1,1,4558,267,442,0,9,5785302.5,1,57764,4909940,1,57764,5369683676,4,231056,3,173292,115239180,1,57764,1,57764,263288312,15422988,25531688,0,0,9,519876,3336679696,7225,large,moderate,5059792.208050436,49544.12871287129,100.15411848209958,0.9340659340659341
91266,17,0,0,21,39977,4,10,1992,1,1,7969,7278,880,1,5,9128050.2,0,0,1551522,0,0,3648540882,3,273798,9,821394,181801872,1,91266,1,91266,727298754,664233948,80314080,1,91266,5,456330,8329482756,289,xlarge,many,4932944.709190809,45905.11235955056,100.0158898165801,0.8095238095238095
7201,97,0,1,59,96126,8,4,2004,1,1,7783,2287,299,1,5,728462.4,0,0,698497,1,7201,692203326,7,50407,3,21603,14430804,1,7201,1,7201,56045383,16468687,2153099,1,7201,5,36005,51854401,9409,small,moderate,5082120.242898551,47977.98165137615,101.16128315511735,1.6440677966101696
64297,88,0,0,96,95406,2,5,2004,0,0,8524,5460,663,0,8,6433264.4,0,0,5658136,0,0,6134319582,1,64297,4,257188,128851188,0,0,0,0,548067628,351061620,42628911,0,0,8,514376,4134104209,7744,large,moderate,4931873.412525252,46142.33720930233,100.05543649003842,0.9166666666666666
21054,56,0,1,46,73635,9,5,2012,1,0,1348,5131,142,1,3,2111055.2,0,0,1179024,1,21054,1550311290,8,168432,4,84216,42360648,1,21054,0,0,28380792,108028074,2989668,1,21054,3,63162,443270916,3136,small,moderate,4954626.623069207,49585.644230769234,100.26860454070486,1.2173913043478262
84213,27,1,0,59,9809,10,2,1997,1,0,7598,115,424,0,4,8429482.7,1,84213,2273751,0,0,826045317,9,757917,1,84213,168173361,1,84213,0,0,639850374,9684495,35706312,0,0,4,336852,7091829369,729,xlarge,few,4978566.710358566,51485.321100917434,100.09716670822793,0.4576271186440678
82928,1,1,0,70,53056,3,10,2007,1,1,489,4502,427,1,8,8297655.7,1,82928,82928,0,0,4399827968,2,165856,9,746352,166436496,1,82928,1,82928,40551792,373341856,35410256,1,82928,8,663424,6877053184,1,xlarge,many,5026028.922322322,45219.70114942529,100.05855320277831,0.014285714285714285
17847,85,1,1,15,49213,8,4,2010,1,0,5249,4186,782,1,1,1790044.0,1,17847,1516995,1,17847,878304411,7,124929,3,53541,35872470,1,17847,0,0,93678903,74707542,13956354,1,17847,1,17847,318515409,7225,small,moderate,5082120.242898551,49544.12871287129,100.29943407855662,5.666666666666667
85420,77,1,0,18,70149,2,1,2013,1,1,8078,8273,911,0,9,8547192.3,1,85420,6577340,0,0,5992127580,1,85420,0,0,171950460,1,85420,1,85420,690022760,706679660,77817620,0,0,9,768780,7296576400,5929,xlarge,few,4931873.412525252,54677.36363636364,100.06078553032077,4.277777777777778
58571,24,1,1,96,96365,2,7,1996,1,1,2821,9200,845,0,4,5871811.6,1,58571,1405704,1,58571,5644194415,1,58571,6,351426,116907716,1,58571,1,58571,165228791,538853200,49492495,0,0,4,234284,3430562041,576,large,many,4931873.412525252,48189.94782608696,100.25117549640606,0.25
39066,20,0,1,27,95736,5,5,2001,0,1,9286,2855,337,1,3,3914366.1,0,0,781320,1,39066,3740022576,4,156264,4,156264,78171066,0,0,1,39066,362766876,111533430,13165242,1,39066,3,117198,1526152356,400,medium,moderate,5059792.208050436,52691.75257731959,100.19879434802642,0.7407407407407407
76971,9,0,1,82,44184,2,4,1992,1,1,9440,5664,477,1,2,7704323.2,0,0,692739,1,76971,3400886664,1,76971,3,230913,153326232,1,76971,1,76971,726606240,435963744,36715167,1,76971,2,153942,5924534841,81,xlarge,moderate,4931873.412525252,45551.706666666665,100.09384313572644,0.10975609756097561
72509,45,1,1,98,66762,10,9,2015,1,0,6997,164,819,1,10,7262915.5,1,72509,3262905,1,72509,4840845858,9,652581,8,580072,146105635,1,72509,0,0,507345473,11891476,59384871,1,72509,10,725090,5257555081,2025,large,many,4978566.710358566,55223.88181818182,100.16571046352867,0.45918367346938777
78498,32,1,1,99,99615,8,7,1993,1,0,4422,338,624,0,0,7865584.3,1,78498,2511936,1,78498,7819578270,7,549486,6,470988,156446514,1,78498,0,0,347118156,26532324,48982752,0,0,0,0,6161936004,1024,xlarge,many,5082120.242898551,53083.895833333336,100.20107900838238,0.32323232323232326
67360,62,1,0,77,19166,4,9,1994,1,1,297,8071,413,0,4,6748344.4,1,67360,4176320,0,0,1291021760,3,202080,8,538880,134315840,1,67360,1,67360,20005920,543662560,27819680,0,0,4,269440,4537369600,3844,large,many,4932944.709190809,49971.87209302326,100.18326009501189,0.8051948051948052
85926,3,1,1,35,22374,4,4,2012,0,0,6592,8541,543,0,1,8601212.2,1,85926,257778,1,85926,1922508324,3,257778,3,257778,172883112,0,0,0,0,566424192,733893966,46657818,0,0,1,85926,7383277476,9,xlarge,moderate,4932944.709190809,49232.99137931035,100.10022810325162,0.08571428571428572
67302,75,1,0,37,27333,1,5,2013,0,0,6416,3587,349,1,2,6736275.3,1,67302,5047650,0,0,1839565566,0,0,4,269208,135478926,0,0,0,0,431809632,241412274,23488398,1,67302,2,134604,4529559204,5625,large,moderate,4903580.0811871225,45973.42857142857,100.09026923419809,2.027027027027027
2783,95,0,1,42,33962,9,5,2014,1,1,2993,7216,905,0,0,285274.4,0,0,264385,1,2783,94516246,8,22264,4,11132,5604962,1,2783,1,2783,8329519,20082128,2518615,0,0,0,0,7745089,9025,small,moderate,4954626.623069207,52252.58585858586,102.50607258354295,2.261904761904762
54096,76,1,1,81,82008,7,7,2009,1,0,3228,6857,753,1,3,5421215.9,1,54096,4111296,1,54096,4436304768,6,324576,6,324576,108678864,1,54096,0,0,174621888,370936272,40734288,1,54096,3,162288,2926377216,5776,large,many,5069664.609451219,49569.20430107527,100.21472752144336,0.9382716049382716
98102,41,0,0,36,12459,10,8,1990,1,1,2931,4051,940,1,7,9812451.0,0,0,4022182,0,0,1222252818,9,882918,7,686714,195222980,1,98102,1,98102,287536962,397411202,92215880,1,98102,7,686714,9624002404,1681,xlarge,many,4978566.710358566,47150.470588235294,100.02294550569815,1.1388888888888888
2065,43,1,0,81,51593,1,4,2002,0,1,7468,1741,851,1,7,216333.2,1,2065,88795,0,0,106539545,0,0,3,6195,4134130,0,0,1,2065,15421420,3595165,1757315,1,2065,7,14455,4264225,1849,small,moderate,4903580.0811871225,50215.08181818182,104.7618401937046,0.5308641975308642
2908,99,1,1,79,72906,4,1,2018,0,0,98,8871,690,1,2,301147.8,1,2908,287892,1,2908,212010648,3,8724,0,0,5868344,0,0,0,0,284984,25796868,2006520,1,2908,2,5816,8456464,9801,small,few,4932944.709190809,48754.298969072166,103.55839064649243,1.2531645569620253
89144,92,1,1,52,35623,2,6,2002,0,0,243,3430,119,1,1,8920858.2,1,89144,8201248,1,89144,3175576712,1,89144,5,445720,178466288,0,0,0,0,21661992,305763920,10608136,1,89144,1,89144,7946652736,8464,xlarge,many,4931873.412525252,51142.06,100.07244682760476,1.7692307692307692
94196,62,1,1,25,25206,4,2,1996,0,1,8589,5683,968,1,5,9427245.6,1,94196,5840152,1,94196,2374304376,3,282588,1,94196,188015216,0,0,1,94196,809049444,535315868,91181728,1,94196,5,470980,8872886416,3844,xlarge,few,4932944.709190809,49971.87209302326,100.081166928532,2.48
17818,61,0,1,32,86721,3,5,1998,0,1,2631,1246,329,0,2,1785818.8,0,0,1086898,1,17818,1545194778,2,35636,4,71272,35600364,0,0,1,17818,46879158,22201228,5862122,0,0,2,35636,317481124,3721,small,moderate,5026028.922322322,46346.84,100.22554719946122,1.90625
26050,20,0,1,48,39634,7,2,1991,1,0,9143,4193,195,0,2,2612716.1,0,0,521000,1,26050,1032465700,6,156300,1,26050,51865550,1,26050,0,0,238175150,109227650,5079750,0,0,2,52100,678602500,400,medium,few,5069664.609451219,52691.75257731959,100.29620345489444,0.4166666666666667
92688,17,0,0,41,73006,5,4,1994,1,0,8919,5404,814,1,0,9271540.4,0,0,1575696,0,0,6766780128,4,370752,3,278064,184819872,1,92688,0,0,826684272,500885952,75448032,1,92688,0,0,8591065344,289,xlarge,moderate,5059792.208050436,45905.11235955056,100.02956585534265,0.4146341463414634
63304,18,1,0,81,14366,9,4,1997,0,1,9788,6538,503,1,7,6342245.7,1,63304,1139472,0,0,909425264,8,506432,3,189912,126418088,0,0,1,63304,619619552,413881552,31841912,1,63304,7,443128,4007396416,324,large,moderate,4954626.623069207,43954.57281553398,100.1871240363958,0.2222222222222222
84827,9,0,1,62,52069,8,3,2018,1,0,9239,8787,911,0,2,8487673.8,0,0,763443,1,84827,4416857063,7,593789,2,169654,171180886,1,84827,0,0,783716653,745374849,77277397,0,0,2,169654,7195619929,81,xlarge,moderate,5082120.242898551,45551.706666666665,100.05863463284096,0.14516129032258066
75762,87,0,0,10,72679,4,4,2014,0,1,9116,8746,119,1,8,7577001.4,0,0,6591294,0,0,5506306398,3,227286,3,227286,152584668,0,0,1,75762,690646392,662614452,9015678,1,75762,8,606096,5739880644,7569,xlarge,moderate,4932944.709190809,50266.5462962963,100.01057786225284,8.7
30513,57,0,1,86,63047,7,2,1996,0,0,1223,769,699,1,8,3062130.6,0,0,1739241,1,30513,1923753111,6,183078,1,30513,60903948,0,0,0,0,37317399,23464497,21328587,1,30513,8,244104,931043169,3249,medium,few,5069664.609451219,45919.9898989899,100.35495034903157,0.6627906976744186
91604,28,1,1,57,52200,5,8,2018,0,1,7951,3901,489,1,5,9169471.8,1,91604,2564912,1,91604,4781728800,4,366416,7,641228,184856872,0,0,1,91604,728343404,357347204,44794356,1,91604,5,458020,8391292816,784,xlarge,many,5059792.208050436,49761.75,100.09903279332781,0.49122807017543857
68365,96,0,1,79,31033,5,7,1990,1,1,8246,4070,636,1,6,6846772.0,0,0,6563040,1,68365,2121571045,4,273460,6,410190,136046350,1,68365,1,68365,563737790,278245550,43480140,1,68365,6,410190,4673773225,9216,large,many,5059792.208050436,48098.66346153846,100.15025232209464,1.2151898734177216
96037,58,1,0,4,16053,6,4,1993,0,0,2963,957,341,0,0,9606569.3,1,96037,5570146,0,0,1541681961,5,480185,3,288111,191401741,0,0,0,0,284557631,91907409,32748617,0,0,0,0,9223105369,3364,xlarge,moderate,4990101.053989638,51161.30434782609,100.02987702656269,14.5
63137,34,0,1,46,59502,2,4,1994,0,0,1446,3208,617,1,2,6319616.4,0,0,2146658,1,63137,3756777774,1,63137,3,189411,125895178,0,0,0,0,91296102,202543496,38955529,1,63137,2,126274,3986280769,1156,large,moderate,4931873.412525252,54510.380952380954,100.09370733484329,0.7391304347826086
98951,98,1,0,46,86148,10,1,2012,0,1,9413,7447,230,1,4,9905156.2,1,98951,9697198,0,0,8524430748,9,890559,0,0,199089412,0,0,1,98951,931425763,736888097,22758730,1,98951,4,395804,9791300401,9604,xlarge,few,4978566.710358566,52360.40909090909,100.10162807854392,2.130434782608696
69623,69,0,0,54,12448,3,7,2007,0,0,2459,9314,471,1,2,6966322.7,0,0,4803987,0,0,866667104,2,139246,6,417738,139733361,0,0,0,0,171202957,648468622,32792433,1,69623,2,139246,4847362129,4761,large,many,5026028.922322322,48545.50505050505,100.05777832038264,1.2777777777777777
75689,19,0,0,32,21846,1,2,2006,1,0,6914,228,581,0,0,7571270.6,0,0,1438091,0,0,1653501894,0,0,1,75689,151832134,1,75689,0,0,523313746,17257092,43975309,0,0,0,0,5728824721,361,xlarge,few,4903580.0811871225,52308.17307692308,100.03132027110941,0.59375
16147,47,0,1,63,58471,10,1,1990,1,0,1730,7967,722,1,0,1620485.0,0,0,758909,1,16147,944131237,9,145323,0,0,32132530,1,16147,0,0,27934310,128643149,11658134,1,16147,0,0,260725609,2209,small,few,4978566.710358566,50755.84745762712,100.35827088623273,0.746031746031746
73739,27,1,1,10,57048,6,6,2009,1,0,1187,3188,595,1,2,7382091.9,1,73739,1990953,1,73739,4206662472,5,368695,5,368695,148141651,1,73739,0,0,87528193,235079932,43874705,1,73739,2,147478,5437440121,729,large,many,4990101.053989638,51485.321100917434,100.11109317999973,2.7
93361,15,1,0,7,73932,1,4,1996,0,0,3520,9064,920,0,5,9340382.6,1,93361,1400415,0,0,6902365452,0,0,3,280083,186348556,0,0,0,0,328630720,846224104,85892120,0,0,5,466805,8716276321,225,xlarge,moderate,4903580.0811871225,50661.854545454546,100.04587140240571,2.142857142857143
59300,61,0,1,81,92773,6,8,2016,0,0,5786,5305,298,1,8,5934782.6,0,0,3617300,1,59300,5501438900,5,296500,7,415100,119548800,0,0,0,0,343109800,314586500,17671400,1,59300,8,474400,3516490000,3721,large,many,4990101.053989638,46346.84,100.08065092748734,0.7530864197530864
5988,72,1,1,10,57227,10,5,2009,0,0,7391,1692,487,1,2,606466.9,1,5988,431136,1,5988,342675276,9,53892,4,23952,12029892,0,0,0,0,44257308,10131696,2916156,1,5988,2,11976,35856144,5184,small,moderate,4978566.710358566,53759.36046511628,101.28037742150968,7.2
15009,100,1,0,9,9262,9,7,1999,1,0,2164,4632,950,1,5,1506018.9,1,15009,1500900,0,0,139013358,8,120072,6,90054,30002991,1,15009,0,0,32479476,69521688,14258550,1,15009,5,75045,225270081,10000,small,many,4954626.623069207,45976.19298245614,100.34105536677993,11.11111111111111
1863,61,1,1,81,40624,3,10,2000,1,1,7113,8,298,0,1,197006.0,1,1863,113643,1,1863,75682512,2,3726,9,16767,3726000,1,1863,1,1863,13251519,14904,555174,0,0,1,1863,3470769,3721,small,many,5026028.922322322,46346.84,105.74664519592056,0.7530864197530864
28700,7,1,0,18,90688,5,8,2005,0,1,5230,4116,843,1,1,2873058.5,1,28700,200900,0,0,2602745600,4,114800,7,200900,57543500,0,0,1,28700,150101000,118129200,24194100,1,28700,1,28700,823690000,49,medium,many,5059792.208050436,47766.854368932036,100.10656794425087,0.3888888888888889
1012,23,0,0,81,71883,3,8,1991,1,1,5343,7596,683,0,3,106809.1,0,0,23276,0,0,72745596,2,2024,7,7084,2014892,1,1012,1,1012,5407116,7687152,691196,0,0,3,3036,1024144,529,small,many,5026028.922322322,53747.47,105.54258893280632,0.2839506172839506
28238,51,0,1,51,64670,1,1,2010,1,0,2933,7706,392,0,0,2828215.0,0,0,1440138,1,28238,1826151460,0,0,0,0,56758380,1,28238,0,0,82822054,217602028,11069296,0,0,0,0,797384644,2601,medium,few,4903580.0811871225,51792.52,100.15634959983002,1.0
10069,71,0,0,40,59041,5,8,1990,1,1,6982,4654,621,1,0,1010749.0,0,0,714899,0,0,594483829,4,40276,7,70483,20037310,1,10069,1,10069,70301758,46861126,6252849,1,10069,0,0,101384761,5041,small,many,5059792.208050436,41453.257731958765,100.38226238951236,1.775
